duration,HSP ID,help,Gender,Gender_Other,Age,Culture,Culture_Other,First_Lanuage,First_Lanuage_O,First_Lanuage_2,English_Years,English_Fluent,Nationality,Years_Canada,Old_Move_Canada,Religion,Religion_Other,Handedness,Political,Year_School,Sex_Orientation,Sex_Orient_Othr,UBC_Faculty,Faculty_Other,Major,Country_Born,country_born_2,Mom education,Dad education,Family.income,Attn,Attnother,BIological.sex,age.30,age.28,Kim.1,Kim.2,Kim.3,Kim.4,Kim.5,Kim.6,Kim.7,Kim.8,Kim.9,Kim.10,Kim.11,Kim.12,Kim.13,Kim.14,Kim.15,Kim.16,Kim.17,Kim.18,Kim.19,Kim.20,Kim.21
21,17131003,Yes,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly left handed,Slightly liberal,1st,Bisexual (equally Heterosexual/straight and Gay/lesbian),[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Slightly agree,7 Strongly agree
28,67680803,Yes,Man,[Decline to Answer],22,East Asian,[Decline to Answer],Korean,[Decline to Answer],[Decline to Answer],7,6,Korean,[Decline to Answer],20+,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Other,"Korea, Republic of","4 year (e.g., Bachelor's degree)",High school graduate,"$35,001 - $50,000",Predictions of your own behavior,[Decline to Answer],Male,Yes,Yes,3 Slightly disagree,2 Disagree,6 Agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,1 Strongly disagree,1 Strongly disagree,3 Slightly disagree,2 Disagree,2 Disagree,5 Slightly agree,6 Agree,5 Slightly agree,3 Slightly disagree,2 Disagree,6 Agree
32,91500509,Yes,Woman,[Decline to Answer],18,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Vietnamese,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Buddhist,[Decline to Answer],Mostly right handed,Slightly conservative,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],Less than high school,Less than high school,"$15,001 - $25,000",Other (Please specify below),decision making,Female,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,6 Agree,3 Slightly disagree,4 Neither agree nor disagree,2 Disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,2 Disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,7 Strongly agree,7 Strongly agree,6 Agree
44,18740803,No,Man,[Decline to Answer],23,South East Asian,[Decline to Answer],Tagalong,[Decline to Answer],[Decline to Answer],17,7. Completely fluent,Filipino,12,10,Christian,[Decline to Answer],Mostly right handed,Moderately conservative,Other,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Biology,Other,Philippines,"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,6 Agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,7 Strongly agree,7 Strongly agree,6 Agree,6 Agree,6 Agree,3 Slightly disagree,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,7 Strongly agree,7 Strongly agree,6 Agree
22,51120713,I don't know,Woman,[Decline to Answer],23,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Other,Spiritual,Mostly right handed,Moderately liberal,2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$100,001 - $150,000",Other (Please specify below),Decision making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,3 Slightly disagree,2 Disagree,3 Slightly disagree,3 Slightly disagree,7 Strongly agree,5 Slightly agree,5 Slightly agree,2 Disagree,2 Disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,3 Slightly disagree,2 Disagree,2 Disagree,6 Agree
20,72020321,Yes,Man,[Decline to Answer],18,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],malayalam,[Decline to Answer],7. Completely fluent,Indian,10,8,Christian,[Decline to Answer],Ambidextrious,Neutral/moderate,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology and International Relations,India,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,7 Strongly agree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree
19,26480926,Yes,Woman,[Decline to Answer],17,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Nonreligious,[Decline to Answer],Mostly right handed,Slightly liberal,1st,Heterosexual/straight mostly,[Decline to Answer],Faculty of Science,[Decline to Answer],Biology,Canada,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision Making,Female,No,No,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,6 Agree,3 Slightly disagree,2 Disagree,4 Neither agree nor disagree,2 Disagree,2 Disagree,3 Slightly disagree,5 Slightly agree,2 Disagree,3 Slightly disagree,3 Slightly disagree,2 Disagree
13,89930911,Yes,Woman,[Decline to Answer],20,East Asian,[Decline to Answer],Cantonese,[Decline to Answer],Cantonese,[Decline to Answer],7. Completely fluent,Chinese,2,18,Buddhist,[Decline to Answer],Mostly right handed,Neutral/moderate,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Hong Kong,[Decline to Answer],High school graduate,4 year degree (e.g.Bachelor's degree),"Above $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree
44,95330311,Yes,Woman,[Decline to Answer],22,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],3,4,China,3,19,Other,no religion,Mostly right handed,Strongly liberal,2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,[Decline to Answer],Hong Kong belongs to China. Taiwan is not large enough to be listed here.,"Professional or Graduate Degree (e.g., PhD, MD)",4 year degree (e.g.Bachelor's degree),"Below $15,000",Other (Please specify below),Decision Making,Female,Yes,Yes,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,2 Disagree,2 Disagree,2 Disagree,6 Agree,6 Agree,6 Agree,2 Disagree,6 Agree
20,38181030,I don't know,Woman,[Decline to Answer],[Decline to Answer],East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Chinese,[Decline to Answer],7. Completely fluent,Chinese,14,3,[Decline to Answer],[Decline to Answer],Ambidextrious,Neutral/moderate,1st,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],China,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Other (Please specify below),Decision making,Female,[Decline to Answer],No,2 Disagree,4 Neither agree nor disagree,6 Agree,3 Slightly disagree,7 Strongly agree,6 Agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree
15,57451107,Yes,Woman,[Decline to Answer],17,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Chinese Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],Some college,High school graduate,[Decline to Answer],Other (Please specify below),Decision Making,Female,No,No,2 Disagree,2 Disagree,2 Disagree,2 Disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,1 Strongly disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree
12,90531227,Yes,Non-binary,[Decline to Answer],19,South East Asian,[Decline to Answer],Vietnamese,[Decline to Answer],[Decline to Answer],13,6,Vietnamese,1,18,Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,2nd,Gay/lesbian somewhat more,[Decline to Answer],Faculty of Science,[Decline to Answer],Combined Major in Chemical Biology,Other,Vietnam,"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"$50,001 - $75,000",[Decline to Answer],Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,6 Agree,6 Agree,7 Strongly agree,7 Strongly agree,6 Agree,6 Agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree
12,22991106,I don't know,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Mandarin,[Decline to Answer],7. Completely fluent,American,12,6,[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],United States of America,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",[Decline to Answer],"Below $15,000",Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,5 Slightly agree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,7 Strongly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,7 Strongly agree,7 Strongly agree
26,91770111,Yes,Woman,[Decline to Answer],22,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],8 years,6,Chinese,7,16,Nonreligious,[Decline to Answer],Mostly right handed,[Decline to Answer],4th,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],History,China,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),[Decline to Answer],Female,Yes,Yes,3 Slightly disagree,2 Disagree,2 Disagree,2 Disagree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,2 Disagree,4 Neither agree nor disagree,6 Agree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,2 Disagree,5 Slightly agree,6 Agree,2 Disagree
18,57800702,Yes,Man,[Decline to Answer],18,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Sikh,[Decline to Answer],Mostly right handed,Slightly liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Economics,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$100,001 - $150,000",Other (Please specify below),decision making,Male,Yes,Yes,6 Agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,7 Strongly agree,5 Slightly agree,7 Strongly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,2 Disagree,3 Slightly disagree,6 Agree,6 Agree,6 Agree,7 Strongly agree
12,69110218,Yes,Man,N/A,19,European,N/A,English,N/A,N/A,N/A,7. Completely fluent,"Canadian, American, Hong Kongese",4,15,Atheist,N/A,Mostly right handed,Slightly liberal,2nd,Gay/lesbian only,N/A,Faculty of Commerce and Business Admininistration,N/A,Not determined yet,Hong Kong,N/A,"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,2 Disagree,3 Slightly disagree,2 Disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,2 Disagree,1 Strongly disagree,2 Disagree,2 Disagree,4 Neither agree nor disagree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,6 Agree
18,93920831,[Decline to Answer],Transgender woman,[Decline to Answer],25,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,[Decline to Answer],[Decline to Answer],[Decline to Answer],Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Bisexual (equally Heterosexual/straight and Gay/lesbian),[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$25,001 - $35,000",Other (Please specify below),decision making,Male,Yes,Yes,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,1 Strongly disagree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,1 Strongly disagree,5 Slightly agree,1 Strongly disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,1 Strongly disagree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree
17,24341112,Yes,Woman,I didn't respond other but survey is prompting me to put a response here,26,Other,Biracial (European and Japanese),Both English and another language,I didn't respond other but survey is prompting me to put a response here,Japanese,I didn't respond other but survey is prompting me to put a response here,7. Completely fluent,Canadian,20+,3,Atheist,I didn't respond other but survey is prompting me to put a response here,Mostly right handed,Strongly liberal,2nd,Bisexual (equally Heterosexual/straight and Gay/lesbian),I didn't respond other but survey is prompting me to put a response here,Faculty of Arts,I didn't respond other but survey is prompting me to put a response here,Psychology,Other,Japan,"4 year (e.g., Bachelor's degree)",2 year degree (e.g.technical college degree),"$35,001 - $50,000",Other (Please specify below),decision making,Female,Yes,Yes,2 Disagree,2 Disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree
29,66200101,I don't know,Woman,[Decline to Answer],19,Middle Eastern,[Decline to Answer],Other,Arabic,[Decline to Answer],Two,6,Syrian,1,18,Muslim,[Decline to Answer],Mostly right handed,Slightly liberal,2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Other,Syria,"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"$35,001 - $50,000",Other (Please specify below),Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,7 Strongly agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,7 Strongly agree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,6 Agree,6 Agree,7 Strongly agree,6 Agree,6 Agree,4 Neither agree nor disagree,7 Strongly agree,7 Strongly agree
54,31250120,Yes,Man,[Decline to Answer],25,East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],20,7. Completely fluent,"Hong Konger, Canadian",20+,2,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,Other,Heterosexual/straight only,[Decline to Answer],Other,Unclassified Studies,Psychology-to-be,Hong Kong,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Less than high school,"$50,001 - $75,000",Other (Please specify below),Decision Making,Male,Yes,Yes,1 Strongly disagree,1 Strongly disagree,2 Disagree,1 Strongly disagree,6 Agree,6 Agree,4 Neither agree nor disagree,1 Strongly disagree,1 Strongly disagree,4 Neither agree nor disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,6 Agree,2 Disagree,1 Strongly disagree,3 Slightly disagree
18,46460109,Yes,Woman,[Decline to Answer],17,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Cantonese,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,[Decline to Answer],[Decline to Answer],Ambidextrious,Neutral/moderate,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Bachelor of Arts (maybe in psychology),Canada,[Decline to Answer],High school graduate,High school graduate,"$25,001 - $35,000",Other (Please specify below),Decision Making,Female,No,No,5 Slightly agree,5 Slightly agree,5 Slightly agree,7 Strongly agree,7 Strongly agree,6 Agree,5 Slightly agree,7 Strongly agree,5 Slightly agree,4 Neither agree nor disagree,7 Strongly agree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,7 Strongly agree,7 Strongly agree,6 Agree,6 Agree,5 Slightly agree,7 Strongly agree,6 Agree
29,21021116,Yes,Woman,[Decline to Answer],18,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,17,1,Sikh,[Decline to Answer],Mostly left handed,[Decline to Answer],2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Behavioural Neuroscience,India,[Decline to Answer],High school graduate,High school graduate,[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,1 Strongly disagree,2 Disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,2 Disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,6 Agree,2 Disagree,3 Slightly disagree,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree
12,15561224,Yes,Man,[Decline to Answer],19,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Japanses,[Decline to Answer],7. Completely fluent,Japanese,18,1,Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],[Decline to Answer],[Decline to Answer],Japan,"Professional or Graduate Degree (e.g., PhD, MD)",High school graduate,[Decline to Answer],Other (Please specify below),Decision making,Male,Yes,Yes,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,1 Strongly disagree,7 Strongly agree,4 Neither agree nor disagree,2 Disagree,7 Strongly agree,1 Strongly disagree,6 Agree,7 Strongly agree,5 Slightly agree,[Decline to Answer],1 Strongly disagree,1 Strongly disagree,4 Neither agree nor disagree,1 Strongly disagree,4 Neither agree nor disagree,1 Strongly disagree,7 Strongly agree,5 Slightly agree
17,40130819,Yes,Man,[Decline to Answer],19,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Bisexual (equally Heterosexual/straight and Gay/lesbian),[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"Above $150,000",Predictions of your own behavior,[Decline to Answer],Male,Yes,Yes,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,3 Slightly disagree,7 Strongly agree,7 Strongly agree,7 Strongly agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,7 Strongly agree,7 Strongly agree
14,65160224,Yes,Man,[Decline to Answer],21,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Strongly conservative,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],"2 year degree (e.g., technical college degree)",4 year degree (e.g.Bachelor's degree),"$100,001 - $150,000",Other (Please specify below),Decision Making,Male,Yes,Yes,6 Agree,6 Agree,6 Agree,6 Agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,6 Agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree
9,75560405,Yes,Man,[Decline to Answer],20,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,[Decline to Answer],[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Slightly conservative,3rd,Heterosexual/straight mostly,[Decline to Answer],Faculty of Medicine,[Decline to Answer],Biochemistry,Canada,[Decline to Answer],Some college,Professional or Graduate Degree (e.g. PhD MD),"$100,001 - $150,000",Predictions of your own behavior,[Decline to Answer],Male,Yes,Yes,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,5 Slightly agree,6 Agree
18,88851119,I don't know,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Korean,[Decline to Answer],7. Completely fluent,Canadian,17,1,Agnostic,[Decline to Answer],Mostly right handed,[Decline to Answer],2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Cognitive System,Other,Korea,[Decline to Answer],[Decline to Answer],[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,2 Disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,2 Disagree,4 Neither agree nor disagree,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,2 Disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,2 Disagree,2 Disagree
16,25911204,Yes,Man,[Decline to Answer],19,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Cantonese,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Buddhist,[Decline to Answer],Mostly right handed,Slightly liberal,2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Biology,Canada,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",2 year degree (e.g.technical college degree),"Above $150,000",Other (Please specify below),Decision Making,Male,Yes,Yes,2 Disagree,1 Strongly disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,2 Disagree,4 Neither agree nor disagree,2 Disagree,3 Slightly disagree,6 Agree,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree,7 Strongly agree
14,82901029,Yes,Woman,N/A,20,East Asian,N/A,English,N/A,N/A,N/A,7. Completely fluent,Chinese,[Decline to Answer],Not applicable--I was born in Canada,Atheist,N/A,Mostly right handed,Strongly liberal,3rd,Heterosexual/straight only,N/A,Faculty of Science,N/A,Microbiology and Immunology,Canada,N/A,"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$100,001 - $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,7 Strongly agree,3 Slightly disagree,3 Slightly disagree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,2 Disagree,3 Slightly disagree,4 Neither agree nor disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,1 Strongly disagree,4 Neither agree nor disagree,2 Disagree
20,29080423,Yes,Woman,[Decline to Answer],18,South East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],15,6,Hong Kong,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Mostly right handed,Strongly liberal,1st,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Hong Kong,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"Above $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,3 Slightly disagree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,2 Disagree,2 Disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree
