duration,HSP ID,help,Gender,Gender_Other,Age,Culture,Culture_Other,First_Lanuage,First_Lanuage_O,First_Lanuage_2,English_Years,English_Fluent,Nationality,Years_Canada,Old_Move_Canada,Religion,Religion_Other,Handedness,Political,Year_School,Sex_Orientation,Sex_Orient_Othr,UBC_Faculty,Faculty_Other,Major,Country_Born,country_born_2,Mom education,Dad education,Family.income,Attn,Attnother,BIological.sex,age.30,age.28,Kim.1,Kim.2,Kim.3,Kim.4,Kim.5,Kim.6,Kim.7,Kim.8,Kim.9,Kim.10,Kim.11,Kim.12,Kim.13,Kim.14,Kim.15,Kim.16,Kim.17,Kim.18,Kim.19,Kim.20,Kim.21
24,58390524,Yes,Man,[Decline to Answer],19,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,19,Not applicable--I was born in Canada,Baha'i,[Decline to Answer],Mostly right handed,Strongly liberal,2nd,Heterosexual/straight only,[Decline to Answer],Other,"stuck in faculty of applied science, transferring to arts",[Decline to Answer],Canada,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),decision making,Male,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree
21,38490709,Yes,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Other,Catholic,Mostly right handed,Neutral/moderate,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"$50,001 - $75,000",Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,2 Disagree,5 Slightly agree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,6 Agree,5 Slightly agree,3 Slightly disagree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree
29,52950512,Yes,Woman,[Decline to Answer],20,East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],6,5,China,2,18,[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],2nd,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],China,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,6 Agree
26,55140517,Yes,Man,[Decline to Answer],18,East Asian,[Decline to Answer],Other,Chinese,[Decline to Answer],9,3,CHINA,1,[Decline to Answer],Christian,[Decline to Answer],Mostly right handed,Strongly liberal,1st,Heterosexual/straight only,[Decline to Answer],Vantage College,[Decline to Answer],[Decline to Answer],China,[Decline to Answer],High school graduate,Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Predictions of your own behavior,[Decline to Answer],Male,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,7 Strongly agree,7 Strongly agree,7 Strongly agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,7 Strongly agree,5 Slightly agree
16,99130823,[Decline to Answer],Woman,Woman,18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight somewhat more,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),[Decline to Answer],Predictions of your own behavior,[Decline to Answer],Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,6 Agree,4 Neither agree nor disagree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,6 Agree
31,94450610,Yes,Woman,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Heterosexual/straight only,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer]
25,14800906,I don't know,Woman,[Decline to Answer],18,South Asian,[Decline to Answer],Punjabi,[Decline to Answer],[Decline to Answer],15,5,[Decline to Answer],4,14,Sikh,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],India,[Decline to Answer],"Professional or Graduate Degree (e.g., PhD, MD)",Some college,[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,2 Disagree,2 Disagree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,2 Disagree,4 Neither agree nor disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,2 Disagree,4 Neither agree nor disagree
14,16410903,Yes,Man,[Decline to Answer],19,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],10,7. Completely fluent,Chinese,5,14,Nonreligious,None,Mostly right handed,Neutral/moderate,2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],CS,China,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,6 Agree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree
13,54870509,Yes,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,British,10,8,Christian,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Other,United Kingdom,High school graduate,High school graduate,"$100,001 - $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,2 Disagree,6 Agree,2 Disagree,6 Agree,6 Agree,5 Slightly agree,5 Slightly agree,2 Disagree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,2 Disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,6 Agree,6 Agree,7 Strongly agree
16,34450515,Yes,Man,[Decline to Answer],19,Other,Half East Asian half European,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly left handed,Neutral/moderate,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],High school graduate,High school graduate,"$50,001 - $75,000",Other (Please specify below),Decision Making,Male,Yes,Yes,1 Strongly disagree,1 Strongly disagree,2 Disagree,2 Disagree,5 Slightly agree,2 Disagree,2 Disagree,4 Neither agree nor disagree,2 Disagree,6 Agree,2 Disagree,2 Disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,6 Agree
21,53920403,Yes,Man,[Decline to Answer],20,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Other (Please specify below),Decision Making,[Decline to Answer],[Decline to Answer],[Decline to Answer],4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,2 Disagree,3 Slightly disagree,3 Slightly disagree,6 Agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree
33,37330826,Yes,Woman,N/A,18,South East Asian,N/A,English,N/A,N/A,N/A,7. Completely fluent,Filipino,[Decline to Answer],Not applicable--I was born in Canada,Christian,N/A,Mostly right handed,Slightly liberal,1st,Heterosexual/straight only,N/A,Faculty of Science,N/A,N/A (I am a first year student),Canada,N/A,"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree
17,14950203,I don't know,Man,N/A,18,European,N/A,English,N/A,N/A,N/A,7. Completely fluent,American,1,Not applicable--I was born in Canada,Other,Roman Catholic,Mostly right handed,[Decline to Answer],1st,Heterosexual/straight only,N/A,Faculty of Arts,N/A,Anthropology,United States of America,N/A,"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Predictions of your own behavior,[Decline to Answer],Male,Yes,Yes,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,6 Agree,7 Strongly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,6 Agree
28,21560121,Yes,Woman,[Decline to Answer],17,African,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Nigerian,9,8,Christian,[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Heterosexual/straight only,[Decline to Answer],Faculty of Pharmaceutical Sciences,[Decline to Answer],Bachelor of Pharmaceutical Science,Other,Nigeria,"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),decision making,Female,No,No,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,[Decline to Answer],[Decline to Answer],[Decline to Answer],4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,6 Agree,[Decline to Answer],6 Agree
25,56000429,I don't know,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Gay/lesbian mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],High school graduate,2 year degree (e.g.technical college degree),"Above $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,6 Agree,6 Agree,7 Strongly agree,7 Strongly agree
23,52470816,[Decline to Answer],Woman,[Decline to Answer],19,Other,"I am mixed (1/2 Malaysian Chinese, 1/4 Jewish, 1/8 French Canadian, 1/8 German). I spent 8 years in North America, then 11 years in South East Asia (Malaysia and Singapore)",English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Slightly liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],I am planning to major in Cognitive Systems,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,6 Agree,1 Strongly disagree,6 Agree,2 Disagree,5 Slightly agree,1 Strongly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,2 Disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,1 Strongly disagree,2 Disagree,6 Agree
12,72660228,Yes,Woman,[Decline to Answer],[Decline to Answer],East Asian,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,[Decline to Answer],[Decline to Answer],Not applicable--I was born in Canada,[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],1st,[Decline to Answer],[Decline to Answer],Faculty of Arts,[Decline to Answer],English,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Some college,"Below $15,000",Other (Please specify below),Decision Making,Female,Yes,Yes,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,6 Agree,6 Agree,5 Slightly agree,5 Slightly agree,7 Strongly agree,6 Agree,3 Slightly disagree,5 Slightly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree,7 Strongly agree
41,80341003,Yes,Woman,[Decline to Answer],20,Middle Eastern,[Decline to Answer],Both English and another language,[Decline to Answer],farsi,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Muslim,[Decline to Answer],Mostly right handed,Neutral/moderate,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],psychology,Canada,[Decline to Answer],Some college,Some college,"$35,001 - $50,000",Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree
23,39000625,Yes,Woman,[Decline to Answer],19,Hispanic,[Decline to Answer],Spanish,[Decline to Answer],[Decline to Answer],15 years,7. Completely fluent,Chilean-Canadian,3,4,Christian,[Decline to Answer],Mostly right handed,[Decline to Answer],1st,[Decline to Answer],[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],[Decline to Answer],Chile,"2 year degree (e.g., technical college degree)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,1 Strongly disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,6 Agree,2 Disagree,5 Slightly agree,4 Neither agree nor disagree,2 Disagree,[Decline to Answer],1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree
